institution_key,institution_name,academic_unit_key,academic_unit_name,program_key,program_name,plan_code,plan_valid_from,plan_valid_to,requirement_ordinal,subject_code,subject_name,requirement_type,curriculum_year,year_source,term,is_annual,min_options,max_options,label_truncated,elective_for,needs_review,source_type,source_reference
SYN-U,Universidad SYN (sintética),SYN-FAC,Facultad de Ingeniería SYN,SYN-ING-A,Ingeniería Sintética,SYN-2016,2016-03-01,,14,SA014,Sistemas Operativos,COURSE,3,declarado en el dataset sintético,2,false,,,false,,false,institution,dataset sintético de Achieve · autoría propia · ADR-024
SYN-U,Universidad SYN (sintética),SYN-FAC,Facultad de Ingeniería SYN,SYN-ING-A,Ingeniería Sintética,SYN-2016,2016-03-01,,15,SA015,Modelos y Simulación,COURSE,3,declarado en el dataset sintético,anual,true,,,false,,false,institution,dataset sintético de Achieve · autoría propia · ADR-024
SYN-U,Universidad SYN (sintética),SYN-FAC,Facultad de Ingeniería SYN,SYN-ING-A,Ingeniería Sintética,SYN-2016,2016-03-01,,16,SA016,Arquitectura de Software,COURSE,4,declarado en el dataset sintético,1,false,,,false,,false,institution,dataset sintético de Achieve · autoría propia · ADR-024
SYN-U,Universidad SYN (sintética),SYN-FAC,Facultad de Ingeniería SYN,SYN-ING-A,Ingeniería Sintética,SYN-2016,2016-03-01,,17,SA017,Seguridad Aplicada,COURSE,4,declarado en el dataset sintético,1,false,,,false,,false,institution,dataset sintético de Achieve · autoría propia · ADR-024
SYN-U,Universidad SYN (sintética),SYN-FAC,Facultad de Ingeniería SYN,SYN-ING-A,Ingeniería Sintética,SYN-2016,2016-03-01,,18,SA018,Gestión de Proyectos,COURSE,4,declarado en el dataset sintético,2,false,,,false,,false,institution,dataset sintético de Achieve · autoría propia · ADR-024
SYN-U,Universidad SYN (sintética),SYN-FAC,Facultad de Ingeniería SYN,SYN-ING-A,Ingeniería Sintética,SYN-2016,2016-03-01,,19,SA019,Inteligencia Artificial,COURSE,4,declarado en el dataset sintético,2,false,,,false,,false,institution,dataset sintético de Achieve · autoría propia · ADR-024
SYN-U,Universidad SYN (sintética),SYN-FAC,Facultad de Ingeniería SYN,SYN-ING-A,Ingeniería Sintética,SYN-2016,2016-03-01,,20,SA020,Economía Aplicada,COURSE,4,declarado en el dataset sintético,anual,true,,,false,,false,institution,dataset sintético de Achieve · autoría propia · ADR-024
SYN-U,Universidad SYN (sintética),SYN-FAC,Facultad de Ingeniería SYN,SYN-ING-A,Ingeniería Sintética,SYN-2016,2016-03-01,,21,SA021,Auditoría de Sistemas,COURSE,5,declarado en el dataset sintético,1,false,,,false,,false,institution,dataset sintético de Achieve · autoría propia · ADR-024
SYN-U,Universidad SYN (sintética),SYN-FAC,Facultad de Ingeniería SYN,SYN-ING-A,Ingeniería Sintética,SYN-2016,2016-03-01,,22,SA022,Ética Profesional,COURSE,5,declarado en el dataset sintético,1,false,,,false,,false,institution,dataset sintético de Achieve · autoría propia · ADR-024
SYN-U,Universidad SYN (sintética),SYN-FAC,Facultad de Ingeniería SYN,SYN-ING-A,Ingeniería Sintética,SYN-2016,2016-03-01,,23,SA023,Innovación Sintética,COURSE,5,declarado en el dataset sintético,2,false,,,false,,false,institution,dataset sintético de Achieve · autoría propia · ADR-024
SYN-U,Universidad SYN (sintética),SYN-FAC,Facultad de Ingeniería SYN,SYN-ING-A,Ingeniería Sintética,SYN-2016,2016-03-01,,24,SA024,Sistemas Distribuidos,COURSE,5,declarado en el dataset sintético,2,false,,,false,,false,institution,dataset sintético de Achieve · autoría propia · ADR-024
SYN-U,Universidad SYN (sintética),SYN-FAC,Facultad de Ingeniería SYN,SYN-ING-A,Ingeniería Sintética,SYN-2016,2016-03-01,,25,SA025,Computación Gráfica,COURSE,5,declarado en el dataset sintético,anual,true,,,false,,false,institution,dataset sintético de Achieve · autoría propia · ADR-024
SYN-U,Universidad SYN (sintética),SYN-FAC,Facultad de Ingeniería SYN,SYN-ING-A,Ingeniería Sintética,SYN-2016,2016-03-01,,26,SA026,Electiva I,ELECTIVE_SLOT,3,declarado en el dataset sintético,,,1,1,false,,false,institution,dataset sintético de Achieve · autoría propia · ADR-024
SYN-U,Universidad SYN (sintética),SYN-FAC,Facultad de Ingeniería SYN,SYN-ING-A,Ingeniería Sintética,SYN-2016,2016-03-01,,27,SA027,Acreditación de Inglés,LANGUAGE_REQUIREMENT,5,declarado en el dataset sintético,,,,,false,,false,institution,dataset sintético de Achieve · autoría propia · ADR-024
SYN-U,Universidad SYN (sintética),SYN-FAC,Facultad de Ingeniería SYN,SYN-ING-A,Ingeniería Sintética,SYN-2016,2016-03-01,,28,SA028,Práctica Profesional Supervisada,PROFESSIONAL_PRACTICE,5,declarado en el dataset sintético,,,,,false,,false,institution,dataset sintético de Achieve · autoría propia · ADR-024
SYN-U,Universidad SYN (sintética),SYN-FAC,Facultad de Ingeniería SYN,SYN-ING-A,Ingeniería Sintética,SYN-2016,2016-03-01,,29,SA029,Trabajo Final,CAPSTONE,5,declarado en el dataset sintético,,,,,false,,false,institution,dataset sintético de Achieve · autoría propia · ADR-024
SYN-U,Universidad SYN (sintética),SYN-FAC,Facultad de Ingeniería SYN,SYN-ING-A,Ingeniería Sintética,SYN-2016,2016-03-01,,30,SA030,Computación Cuántica,COURSE,,declarado en el dataset sintético,,,,,false,SA026,false,institution,dataset sintético de Achieve · autoría propia · ADR-024
SYN-U,Universidad SYN (sintética),SYN-FAC,Facultad de Ingeniería SYN,SYN-ING-A,Ingeniería Sintética,SYN-2016,2016-03-01,,31,SA031,Robótica Sintética,COURSE,,declarado en el dataset sintético,,,,,false,SA026,false,institution,dataset sintético de Achieve · autoría propia · ADR-024
SYN-U,Universidad SYN (sintética),SYN-FAC,Facultad de Ingeniería SYN,SYN-ING-B,Ingeniería Sintética Aplicada,SYN-2021,2016-03-01,,1,SB001,Matemática Aplicada,COURSE,1,declarado en el dataset sintético,1,false,,,false,,false,institution,dataset sintético de Achieve · autoría propia · ADR-024
SYN-U,Universidad SYN (sintética),SYN-FAC,Facultad de Ingeniería SYN,SYN-ING-B,Ingeniería Sintética Aplicada,SYN-2021,2016-03-01,,2,SB002,Programación Moderna,COURSE,1,declarado en el dataset sintético,1,false,,,false,,false,institution,dataset sintético de Achieve · autoría propia · ADR-024
SYN-U,Universidad SYN (sintética),SYN-FAC,Facultad de Ingeniería SYN,SYN-ING-B,Ingeniería Sintética Aplicada,SYN-2021,2016-03-01,,3,SB003,Datos y Sociedad,COURSE,1,declarado en el dataset sintético,2,false,,,false,,false,institution,dataset sintético de Achieve · autoría propia · ADR-024
SYN-U,Universidad SYN (sintética),SYN-FAC,Facultad de Ingeniería SYN,SYN-ING-B,Ingeniería Sintética Aplicada,SYN-2021,2016-03-01,,4,SB004,Taller de Ingeniería,COURSE,1,declarado en el dataset sintético,2,false,,,false,,false,institution,dataset sintético de Achieve · autoría propia · ADR-024
SYN-U,Universidad SYN (sintética),SYN-FAC,Facultad de Ingeniería SYN,SYN-ING-B,Ingeniería Sintética Aplicada,SYN-2021,2016-03-01,,5,SB005,Física Computacional,COURSE,1,declarado en el dataset sintético,anual,true,,,false,,false,institution,dataset sintético de Achieve · autoría propia · ADR-024
SYN-U,Universidad SYN (sintética),SYN-FAC,Facultad de Ingeniería SYN,SYN-ING-B,Ingeniería Sintética Aplicada,SYN-2021,2016-03-01,,6,SB006,Aprendizaje Automático,COURSE,2,declarado en el dataset sintético,1,false,,,false,,false,institution,dataset sintético de Achieve · autoría propia · ADR-024
SYN-U,Universidad SYN (sintética),SYN-FAC,Facultad de Ingeniería SYN,SYN-ING-B,Ingeniería Sintética Aplicada,SYN-2021,2016-03-01,,7,SB007,Ingeniería de Datos,COURSE,2,declarado en el dataset sintético,1,false,,,false,,false,institution,dataset sintético de Achieve · autoría propia · ADR-024
SYN-U,Universidad SYN (sintética),SYN-FAC,Facultad de Ingeniería SYN,SYN-ING-B,Ingeniería Sintética Aplicada,SYN-2021,2016-03-01,,8,SB008,Sistemas Ciberfísicos,COURSE,2,declarado en el dataset sintético,2,false,,,false,,false,institution,dataset sintético de Achieve · autoría propia · ADR-024
SYN-U,Universidad SYN (sintética),SYN-FAC,Facultad de Ingeniería SYN,SYN-ING-B,Ingeniería Sintética Aplicada,SYN-2021,2016-03-01,,9,SB009,Álgebra Lineal Numérica,COURSE,2,declarado en el dataset sintético,2,false,,,false,,false,institution,dataset sintético de Achieve · autoría propia · ADR-024
SYN-U,Universidad SYN (sintética),SYN-FAC,Facultad de Ingeniería SYN,SYN-ING-B,Ingeniería Sintética Aplicada,SYN-2021,2016-03-01,,10,SB010,Diseño de Producto,COURSE,2,declarado en el dataset sintético,anual,true,,,false,,false,institution,dataset sintético de Achieve · autoría propia · ADR-024
SYN-U,Universidad SYN (sintética),SYN-FAC,Facultad de Ingeniería SYN,SYN-ING-B,Ingeniería Sintética Aplicada,SYN-2021,2016-03-01,,11,SB011,Arquitecturas Distribuidas,COURSE,3,declarado en el dataset sintético,1,false,,,false,,false,institution,dataset sintético de Achieve · autoría propia · ADR-024
SYN-U,Universidad SYN (sintética),SYN-FAC,Facultad de Ingeniería SYN,SYN-ING-B,Ingeniería Sintética Aplicada,SYN-2021,2016-03-01,,12,SB012,Privacidad y Datos,COURSE,3,declarado en el dataset sintético,1,false,,,false,,false,institution,dataset sintético de Achieve · autoría propia · ADR-024
SYN-U,Universidad SYN (sintética),SYN-FAC,Facultad de Ingeniería SYN,SYN-ING-B,Ingeniería Sintética Aplicada,SYN-2021,2016-03-01,,13,SB013,Ingeniería de Plataformas,COURSE,3,declarado en el dataset sintético,2,false,,,false,,false,institution,dataset sintético de Achieve · autoría propia · ADR-024
SYN-U,Universidad SYN (sintética),SYN-FAC,Facultad de Ingeniería SYN,SYN-ING-B,Ingeniería Sintética Aplicada,SYN-2021,2016-03-01,,14,SB014,Optimización,COURSE,3,declarado en el dataset sintético,2,false,,,false,,false,institution,dataset sintético de Achieve · autoría propia · ADR-024
SYN-U,Universidad SYN (sintética),SYN-FAC,Facultad de Ingeniería SYN,SYN-ING-B,Ingeniería Sintética Aplicada,SYN-2021,2016-03-01,,15,SB015,Interacción Persona-Máquina,COURSE,3,declarado en el dataset sintético,anual,true,,,false,,false,institution,dataset sintético de Achieve · autoría propia · ADR-024
SYN-U,Universidad SYN (sintética),SYN-FAC,Facultad de Ingeniería SYN,SYN-ING-B,Ingeniería Sintética Aplicada,SYN-2021,2016-03-01,,16,SB016,Ingeniería de Confiabilidad,COURSE,4,declarado en el dataset sintético,1,false,,,false,,false,institution,dataset sintético de Achieve · autoría propia · ADR-024
SYN-U,Universidad SYN (sintética),SYN-FAC,Facultad de Ingeniería SYN,SYN-ING-B,Ingeniería Sintética Aplicada,SYN-2021,2016-03-01,,17,SB017,Sistemas Autónomos,COURSE,4,declarado en el dataset sintético,1,false,,,false,,false,institution,dataset sintético de Achieve · autoría propia · ADR-024
SYN-U,Universidad SYN (sintética),SYN-FAC,Facultad de Ingeniería SYN,SYN-ING-B,Ingeniería Sintética Aplicada,SYN-2021,2016-03-01,,18,SB018,Estrategia Tecnológica,COURSE,4,declarado en el dataset sintético,2,false,,,false,,false,institution,dataset sintético de Achieve · autoría propia · ADR-024
SYN-U,Universidad SYN (sintética),SYN-FAC,Facultad de Ingeniería SYN,SYN-ING-B,Ingeniería Sintética Aplicada,SYN-2021,2016-03-01,,19,SB019,Cómputo en la Nube,COURSE,4,declarado en el dataset sintético,2,false,,,false,,false,institution,dataset sintético de Achieve · autoría propia · ADR-024
SYN-U,Universidad SYN (sintética),SYN-FAC,Facultad de Ingeniería SYN,SYN-ING-B,Ingeniería Sintética Aplicada,SYN-2021,2016-03-01,,20,SB020,Verificación Formal,COURSE,4,declarado en el dataset sintético,anual,true,,,false,,false,institution,dataset sintético de Achieve · autoría propia · ADR-024
SYN-U,Universidad SYN (sintética),SYN-FAC,Facultad de Ingeniería SYN,SYN-ING-B,Ingeniería Sintética Aplicada,SYN-2021,2016-03-01,,21,SB021,Gobierno de Datos,COURSE,5,declarado en el dataset sintético,1,false,,,false,,false,institution,dataset sintético de Achieve · autoría propia · ADR-024
SYN-U,Universidad SYN (sintética),SYN-FAC,Facultad de Ingeniería SYN,SYN-ING-B,Ingeniería Sintética Aplicada,SYN-2021,2016-03-01,,22,SB022,Ética de la Automatización,COURSE,5,declarado en el dataset sintético,1,false,,,false,,false,institution,dataset sintético de Achieve · autoría propia · ADR-024
SYN-U,Universidad SYN (sintética),SYN-FAC,Facultad de Ingeniería SYN,SYN-ING-B,Ingeniería Sintética Aplicada,SYN-2021,2016-03-01,,23,SB023,Emprendimiento Técnico,COURSE,5,declarado en el dataset sintético,2,false,,,false,,false,institution,dataset sintético de Achieve · autoría propia · ADR-024
SYN-U,Universidad SYN (sintética),SYN-FAC,Facultad de Ingeniería SYN,SYN-ING-B,Ingeniería Sintética Aplicada,SYN-2021,2016-03-01,,24,SB024,Sistemas Críticos,COURSE,5,declarado en el dataset sintético,2,false,,,false,,false,institution,dataset sintético de Achieve · autoría propia · ADR-024
SYN-U,Universidad SYN (sintética),SYN-FAC,Facultad de Ingeniería SYN,SYN-ING-B,Ingeniería Sintética Aplicada,SYN-2021,2016-03-01,,25,SB025,Investigación Aplicada,COURSE,5,declarado en el dataset sintético,anual,true,,,false,,false,institution,dataset sintético de Achieve · autoría propia · ADR-024
